Sequence,Event,EventCat
0,0,0
0,1,1
0,2,0
0,3,1
0,4,0
0,5,1
0,6,0
0,7,1
0,8,0
0,9,1
0,10,11
0,11,0
0,12,1
0,13,11
0,14,0
0,15,1
0,16,0
0,17,11
0,18,1
0,19,0
0,20,11
0,21,1
0,22,11
0,23,0
0,24,1
0,25,0
0,26,1
0,27,0
0,28,1
0,29,0
0,30,11
0,31,1
0,32,0
0,33,1
0,34,0
0,35,11
0,36,1
0,37,0
0,38,1
0,39,0
0,40,11
0,41,1
0,42,0
0,43,1
0,44,0
0,45,11
0,46,1
0,47,0
0,48,1
0,49,0
0,50,1
0,51,0
0,52,1
0,53,11
0,54,0
0,55,1
0,56,0
0,57,1
0,58,0
0,59,1
0,60,0
0,61,1
0,62,11
0,63,0
0,64,1
0,65,0
0,66,1
0,67,0
0,68,11
0,69,1
0,70,0
0,71,1
0,72,0
0,73,1
0,74,0
0,75,11
0,76,1
0,77,11
0,78,0
0,79,1
0,80,0
0,81,11
0,82,1
0,83,0
0,84,1
0,85,0
0,86,1
0,87,0
0,88,1
0,89,0
0,90,10
0,91,11
0,92,0
0,93,1
0,94,0
0,95,1
0,96,0
0,97,1
0,98,0
0,99,1
0,100,11
0,101,0
0,102,1
0,103,0
0,104,1
0,105,11
0,106,0
0,107,1
0,108,0
0,109,1
0,110,0
0,111,1
0,112,0
0,113,11
0,114,1
0,115,0
0,116,1
0,117,11
0,118,0
0,119,1
0,120,0
0,121,1
0,122,0
0,123,10
0,124,0
0,125,1
0,126,0
0,127,1
0,128,0
0,129,1
0,130,0
0,131,1
0,132,11
0,133,0
0,134,1
0,135,11
0,136,0
0,137,11
0,138,1
0,139,0
0,140,1
0,141,0
0,142,1
0,143,0
0,144,1
0,145,11
0,146,0
0,147,1
0,148,11
0,149,0
0,150,1
0,151,0
0,152,1
0,153,0
0,154,1
0,155,0
0,156,11
0,157,1
0,158,0
0,159,1
0,160,0
0,161,1
0,162,0
0,163,1
0,164,11
0,165,0
0,166,1
0,167,0
0,168,1
0,169,0
0,170,1
0,171,0
0,172,1
0,173,11
0,174,0
0,175,11
0,176,1
0,177,0
0,178,11
0,179,1
0,180,0
0,181,1
0,182,0
0,183,11
